,id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
863,1518,France,"A powerful, wood-aged wine, this shows weighty black fruit and a toasty character. It is concentrated and solid, yet it has a soft and rich side as well.  The tarry, tannic character needs at least four years to soften.",Renaissance,92,26,Southwest France,Cahors,,Roger Voss,@vossroger,Ch√¢teau de Gaudou 2010 Renaissance Malbec (Cahors),Malbec,Ch√¢teau de Gaudou
864,1520,France,"One of a pair of gorgeous Petit Manseng-based dessert wines by Claude Loustalot, this has richness but also lightness from the fresh acidity. This is fruity and fragrant, with a peach-like crispness, and it's worth keeping for another 3‚Äì4 years.",La Quintessence,92,50,Southwest France,Juran√ßon,,Roger Voss,@vossroger,Domaine Bru-Bach√© 2008 La Quintessence  (Juran√ßon),Petit Manseng,Domaine Bru-Bach√©
865,1522,Italy,"Rich and full, this has aromas of cherry, toasted nut, spice and chocolate. Its persistency would pair with roast pork stuffed with prunes.",Don Antonio,92,42,Sicily & Sardinia,Sicilia,,,,Morgante 2009 Don Antonio Nero d'Avola (Sicilia),Nero d'Avola,Morgante
866,1523,US,"A huge step up from the previous vintage, this ripe, round and wonderfully fruity effort is a juicy, mineral-soaked bottle of joy. Luscious cherry fruit is topped with a dollop of butterscotch.",Reserve,92,48,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine¬†,Rex Hill 2010 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill
867,1525,US,"A new addition to Steven Kent's lineup of exemplary Cabernets, this is 100% Cabernet from Ghielmetti Vineyard, one of Kent's favorite pieces of Livermore ground. The wine is concentrated and rich, with heady notes of dark cherry, cinnamon and clove, plus a trace of mint hiding in the background. This will please fans of California and Bordeaux wines.",The Premier,92,100,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Steven Kent 2009 The Premier Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
868,1526,Italy,"Aromas of acacia, mature apple, hazelnut and an unusual balsamic note lead the nose. The palate is already evolved and has lost most of its fruit richness and freshness, offering instead honeyed mineral, toasted nut and a hint of dried citrus peel.",Hier√†,86,21,Sicily & Sardinia,Terre Siciliane,,Kerin O‚ÄôKeefe,@kerinokeefe,Hauner 2015 Hier√† Ros√© (Terre Siciliane),Ros√©,Hauner
869,1530,Spain,"This wine's melon and mango aromas come with an oily note of lanolin. It feels lazy on the palate, with just enough acidity to maintain freshness. Mild tropical fruit flavors turn yeasty on its hollow finish. Drink immediately.",3055,86,15,Catalonia,Pened√®s,,Michael Schachner,@wineschach,Jean Le√≥n 2015 3055 Chardonnay (Pened√®s),Chardonnay,Jean Le√≥n
870,1531,Spain,"Cherry and blackberry aromas come with spice and cool note of cola in this Monatrell-Syrah blend. It's narrow and tannic, with black fruit and desert herb flavors that finish dry and rubbery.",Luz√≥n,86,9,Levante,Jumilla,,Michael Schachner,@wineschach,Bodegas Luz√≥n 2014 Luz√≥n Red (Jumilla),Red Blend,Bodegas Luz√≥n
871,1532,Spain,"This wine's charred nose suggests over-the-top oak. The palate is a rough road of hard grape skin tannins. Char and clove flavors blanket its savory, meaty berry fruit, finishing woody and redolent of clove.",Single Vineyard,85,17,Central Spain,La Mancha,,Michael Schachner,@wineschach,Volver 2014 Single Vineyard Tempranillo (La Mancha),Tempranillo,Volver
872,1534,France,"This wood aged Chenin Blanc has a strongly oxidative character. It has lost its fruit in favor of grilled almonds, toast and intense acidity. Drink this mature wine now.",Clos des Oratoriens,85,34,Loire Valley,Saumur,,Roger Voss,@vossroger,Ch√¢teau de Chaintres 2013 Clos des Oratoriens  (Saumur),Chenin Blanc,Ch√¢teau de Chaintres
873,1544,Italy,Delicate scents of spring blossom and citrus carry over to the bright simple palate along with sour cherry. Zesty acidity gives it tangy finish.,The Wanted Zin Blush,85,14,Southern Italy,Puglia,,Kerin O‚ÄôKeefe,@kerinokeefe,Orion Wines 2016 The Wanted Zin Blush Rosato (Puglia),Rosato,Orion Wines
874,1545,Spain,"This varietal Xarello feels more flat than vivid. It has fleshy yet generic white fruit aromas, ripe melon flavors and a tired finish.",Tina 20,85,20,Catalonia,Alella,,Michael Schachner,@wineschach,Ravent√≥s de Alella 2015 Tina 20 Pansa Blanca (Alella),Pansa Blanca,Ravent√≥s de Alella
875,1550,Italy,"Subtly scented, this opens with aromas of citrus zest, spring flower and wild berry. It's fresh and informal, with light strawberry and sour-cherry flavors supported by fresh acidity.",Heaven Scent,85,20,Veneto,Bardolino Chiaretto,,Kerin O‚ÄôKeefe,@kerinokeefe,Villa Cordevigo 2016 Heaven Scent  (Bardolino Chiaretto),Rosato,Villa Cordevigo
876,1553,Italy,"Made with Nero di Troia grapes, this has aromas of wild rose, citrus peel and a whiff of Mediterranean brush. The bright informal palate offers sour cherry and strawberry accompanied by zesty acidity.",Ros√© di Lulu,85,18,Southern Italy,Murgia,,Kerin O‚ÄôKeefe,@kerinokeefe,Botromagno 2016 Ros√© di Lulu Rosato (Murgia),Rosato,Botromagno
877,1557,US,"A stupendous Pinot Noir, showing how beautifully this vineyard performs in the remote Sonoma Coast above Fort Ross. Williams Selyem's last few vintages of Precious Mountain have been extraordinary, but this 2009 tops them all. The wine is as light as a feather in the mouth, modest in alcohol and delicately feminine, like pure satin. However, few Pinot Noirs in the world achieve this level of concentration. Wild raspberries and cherries, cola, sleek minerals, dusty baking spices and smoky oak combine for flavors that are utterly delicious. After all that, it possesses an indefinable attribute of fascination. Will age well for a long time, if you can keep your hands off it. Now‚Äì2021.",Precious Mountain Vineyard,99,94,California,Sonoma Coast,Sonoma,,,Williams Selyem 2009 Precious Mountain Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
878,1560,US,"A stunning Pirouette‚Äî63% Cabernet Sauvignon, 22% Merlot, 9% Cab Franc and 6% Petit Verdot. Full and magnificently rich, it is loaded with dense and thrilling fruit flavors of black cherry and cassis. A streak of iron and a hint of citrus keep the wine evolving through a long, beautifully balanced finish. Retasted after being open for 24 hours, the wine was as fresh and thrilling as on the first day.",Red Wine,98,50,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine¬†,Pirouette 2008 Red Wine Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pirouette
879,1561,Italy,"Here's a ‚Äúwow‚Äù wine on every level, with incredible intensity and supple softness that builds momentum over many long minutes. A sweet cherry note at the core is surrounded by lush layers of tobacco, dark chocolate and spice, which promise to evolve gracefully over years to come.",Guado al Tasso,98,102,Tuscany,Bolgheri Superiore,,,,Marchesi Antinori 2008 Guado al Tasso  (Bolgheri Superiore),Red Blend,Marchesi Antinori
880,1563,Italy,"Recently implemented winemaker and cellar changes make this one of the best Sassicaias ever. This Cabernet Sauvignon-Cabernet Franc blend delivers thick concentration and sun-kissed aromas of black fruit, prune, dried bay leaf, black olive and tobacco. The thick, fertile soils that characterize the magical strip of coastal Tuscany at Bol-gheri help shape amazing richness and intensity.",Sassicaia,97,220,Tuscany,Bolgheri Sassicaia,,,,Tenuta San Guido 2008 Sassicaia  (Bolgheri Sassicaia),Red Blend,Tenuta San Guido
881,1564,Italy,"The 2008 Ornellaia delivers concentrated aromas of forest fruit, raspberry and black cherry. There are beautiful elements of soft spice and chocolate at the back and the wine ends with soft, plush tannins and smooth, berry-rich flavors.",Ornellaia,97,215,Tuscany,Bolgheri Superiore,,,,Tenuta dell'Ornellaia 2008 Ornellaia  (Bolgheri Superiore),Red Blend,Tenuta dell'Ornellaia
882,1565,US,"An outstanding wine, the best California Cabernet Jean-Charles Boisset has ever produced from any of his properties. It stands out in any tasting of its peers. Made from 100% Cabernet Sauvignon, and aged in 60% new oak, it shows satisfying, complex flavors of blackberries, blueberries, cassis, hazelnut-infused chocolate and spices. Hard to exaggerate its power and grace. Wonderful now and for a good six years, but it's difficult to predict its evolution beyond 2018.",No. 1,97,150,California,Napa Valley,Napa,,,JCB 2009 No. 1 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,JCB
883,1567,US,"A drop-dead gorgeous Pinot Noir that will satisfy everyone from Burgundy fans to diehard Cabernet cultists. Show an elegant complexity and silky texture that define great California Pinot Noir, yet with a powerful impact that emphasizes raspberries, cherries and blueberries. Brilliant acidity and tannins provide the perfect framework on this wine that's drinkable now, and will develop over the next 15‚Äì20 years.",Allen Vineyard,97,82,California,Russian River Valley,Sonoma,,,Williams Selyem 2009 Allen Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
884,1570,Italy,"Here's a beautifully chocolaty and rich blend of Cabernet Sauvignon, Merlot and Cabernet Franc, with plush layers of sweet cherry, Indian spice, tobacco and espresso. The wine is amazingly rich and long lasting, with silky, supple tannins at the very end. Keep it in your cellar 10 years or more, or drink it now.",Argentiera,96,75,Tuscany,Bolgheri Superiore,,,,Tenuta Argentiera 2008 Argentiera  (Bolgheri Superiore),Red Blend,Tenuta Argentiera
885,1574,US,"A huge Cabernet, in the best sense of the word. It wasn't the easiest vintage, as 2007 was, but meticulous winemaking did the job, resulting in this amazingly rich, impressively ripe wine that's drinkable now and will develop for many years. The fruits veer toward blackberries, cherries and cola, and the tannins are soft and refined. One hundred percent new French oak isn't at all heavy, lending nuances of buttered toast and sweet wood tannins. Will easily age for 15 years.",Reserve,96,125,California,Oakville,Napa,,,Groth 2008 Reserve Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Groth
886,1577,US,"A triumph, one of the greatest Riverblock bottings in years. This always is a captivating wine, but the '09 is particularly scrumptious. Although it's quite tannic and acidic, it's forward enough in raspberries, cherries and cola to enjoy now. But it's bone dry and as elegant as California Pinot Noir gets. The balance suggests an ability to age for a good 10 years, if not longer.",Rochioli Riverblock Vineyard,96,78,California,Russian River Valley,Sonoma,,,Williams Selyem 2009 Rochioli Riverblock Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
887,1579,US,"A sip is all it takes to fall in love with this potent Pinot Noir. Big tannins and crisp acidity make it hard to appreciate now, but there's a gigantic core of cherries and raspberries, with a firm minerality from the soil. Will develop bottle complexity over the years. Don't even think of popping the cork before 2015.",Flax Vineyard,95,56,California,Russian River Valley,Sonoma,,,Williams Selyem 2009 Flax Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
888,1583,US,"Certainly the finest Grand Ciel Syrah to date, this is a full-flavored, complete wine, loaded with pure fruit flavors of berry and cassis. The details pile on‚Äîa whiff of stone, a hint of chocolate, suggestions of spice, all in perfect proportion.",Grand Ciel Vineyard,95,60,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine¬†,Doyenne 2008 Grand Ciel Vineyard Syrah (Red Mountain),Syrah,Doyenne
889,1586,US,"Ripe, luscious black cherries and berries are framed by whispers of bramble and tannin in this enticingly fruity, forward Syrah. A showcase of fresh, primary fruit, it's juicy and delightfully gulp-worthy. Drink now through 2017.",Sawmill Creek Vineyards,88,34,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Billsboro 2013 Sawmill Creek Vineyards Syrah (Finger Lakes),Syrah,Billsboro
890,1587,US,"Waxy apple and lemon pith open this wine, followed by crisp, candied grapefruit. Robust, it finishes dry and balanced. The whole sums up into a full-bodied, rich and lush experience.",Reserve Selection,88,35,California,Oakville,Napa,Virginie Boone,@vboone,C'est Bon 2013 Reserve Selection Chardonnay (Oakville),Chardonnay,C'est Bon
891,1588,Italy,"Aromas of mature black-skinned fruit, dark spice and game come together in the glass. On the palate, notes of ground pepper and anise accent a core of dried black cherry while dusty tannins give it a firm finish. Drink soon.",Scurati,88,16,Sicily & Sardinia,Terre Siciliane,,Kerin O‚ÄôKeefe,@kerinokeefe,Ceuso 2014 Scurati Nero d'Avola (Terre Siciliane),Nero d'Avola,Ceuso
892,1589,France,"This wine enjoys the fruitiness of the vintage with its black-currant flavors and light tannic structure. The blend is 50% Merlot, 30% Cabernet Sauvignon and 20% Cabernet Franc. The Cabernets, with ripe berry flavors that dominate here, give a firm core to the wine while not losing the potential of the fruit. Drink from 2017.",Cru Bourgeois,88,45,Bordeaux,Haut-M√©doc,,Roger Voss,@vossroger,Ch√¢teau Balac 2012 Cru Bourgeois  (Haut-M√©doc),Bordeaux-style Red Blend,Ch√¢teau Balac
893,1591,US,"Gorgeous floral tones abound throughout this fruity, fresh, sparkling Riesling. It's a bit chewy and mouth-filling in foam, but pristine peach and apple flavors and spine-tingling acidity are enthralling.",C√©l√®bre Cr√©mant,88,21,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Ch√¢teau Frank NV C√©l√®bre Cr√©mant Riesling (Finger Lakes),Riesling,Ch√¢teau Frank
894,1593,France,"Herbal and fruity at this young stage, this wine is bright with acidity, citrus fruits and a tangy texture. It is still young and almost too crisp for its own good, although it will likely develop into an attractively fruity, ripe wine with a fine weight of flavor. Drink from 2017.",Les Hauts de Larrivet Haut-Brion,88,30,Bordeaux,Pessac-L√©ognan,,Roger Voss,@vossroger,Ch√¢teau Larrivet Haut-Brion 2014 Les Hauts de Larrivet Haut-Brion  (Pessac-L√©ognan),Sauvignon Blanc,Ch√¢teau Larrivet Haut-Brion
895,1598,US,"This wine is equal parts Syrah and Merlot (43% each), with the balance a smattering of other varieties. The coffee and berry aromas seem faint while the palate delivers all of the plush fruit flavors this vintage has to offer.",Indian Wells,88,18,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2012 Indian Wells Red (Columbia Valley (WA)),Red Blend,Chateau Ste. Michelle
896,1600,US,"Smoothness, complexity and a great price are the strong points of this medium-bodied wine. It has wonderful raspberry, cedar and red-cherry flavors, light tannins, a polished feel on the palate and lingering finish.",The Original,88,10,California,California,California Other,Jim Gordon,@gordone_cellars,Dark Horse 2014 The Original Pinot Noir (California),Pinot Noir,Dark Horse
897,1601,US,"Pure butterscotch aromas seem to leap from the glass, yet the flavors are dry and rather reserved, not nearly as obvious as the smell. The balance leans toward tartness, the flavors are lean and the finish lemony.",Walraven Vineyard,88,55,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Domaine Anderson 2013 Walraven Vineyard Chardonnay (Anderson Valley),Chardonnay,Domaine Anderson
898,1602,US,"Perfumed aromas offer notes of white flowers, mineral and pink grapefruit. The flavors are dry and elegantly styled with a lingering finish. It will drink well at the dinner table.",Aunt Diane's Vineyard,88,16,Washington,Columbia Gorge (WA),Washington Other,Sean P. Sullivan,@wawinereport,Dowsett Family 2014 Aunt Diane's Vineyard Riesling (Columbia Gorge (WA)),Riesling,Dowsett Family
899,1603,Italy,"Made with Nero d'Avola and aged in wood, this unusual rosato opens with aromas that recall mature red fruit, cake spice, chopped sage, oak and a balsamic note. The smooth, round palate offers candied red cherry, tangerine zest, toasted almond and a note of candied ginger alongside bright acidity. It has a tutti frutti finish but the overall array of flavors gives it some depth.",Memorie,88,25,Sicily & Sardinia,Sicilia,,Kerin O‚ÄôKeefe,@kerinokeefe,Feudo Antico 2010 Memorie Rosato (Sicilia),Rosato,Feudo Antico
900,1606,US,Ripe peach and yellow cherry aromas take a turn towards the tropics on the palate of this intensely fruity wine. It's semi-dry in style with a slightly candied tone but balanced neatly by tart lemon¬≠-lime acidity. Drink now.,Semi Dry,87,20,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Paumanok 2014 Semi Dry Riesling (North Fork of Long Island),Riesling,Paumanok
901,1609,Italy,"Mature plum, aromatic herb and a whiff of cocoa lead the nose. The dense palate offers toasted oak, blackberry extract and espresso alongside fine-grained tannins that leave a firm, drying finish.",Cutaja Riserva,87,14,Sicily & Sardinia,Delia Nivolelli,,Kerin O‚ÄôKeefe,@kerinokeefe,Caruso & Minini 2012 Cutaja Riserva Nero d'Avola (Delia Nivolelli),Nero d'Avola,Caruso & Minini
902,1610,US,"The aromas of flowers and freshly cut pear, melon and starfruit are bright and fresh. This wine is dry and thick in feel with abundant citrus-rind flavors. There's enjoyment to be had but it gets bogged down in the middle.",Estate Vineyard,87,24,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Castillo De Feliciana 2014 Estate Vineyard Albari√±o (Walla Walla Valley (WA)),Albari√±o,Castillo De Feliciana
903,1615,France,"This typical blend from southwest France draws on the intensely herbal character of both grapes. It's crisp, perfumed and refreshingly fruity, making it a great ap√©ritif.",La Ch√¢sse Sauvignon-Colombard,85,10,France Other,Vin de France,,Roger Voss,@vossroger,Gabriel Meffre 2015 La Ch√¢sse Sauvignon-Colombard White (Vin de France),White Blend,Gabriel Meffre
904,1616,France,"Soft and fruity, this is an easy-to-drink wine. Its creamy texture and balanced acidity complement its apple flavors. It's ready to drink.",La Ch√¢sse,85,10,France Other,Vin de France,,Roger Voss,@vossroger,Gabriel Meffre 2016 La Ch√¢sse Chardonnay (Vin de France),Chardonnay,Gabriel Meffre
905,1618,Argentina,Tropical aromas of lychee and honeydew set up a straightforward palate. Powdery flavors of green melon and lychee are light and flowery on a modest finish.,Sustainably Farmed Estate Grown and Bottled,85,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Zolo 2017 Sustainably Farmed Estate Grown and Bottled Torront√©s (Mendoza),Torront√©s,Zolo
906,1621,Argentina,"Aromas of dish soap and fruit salad show on the nose while the palate brings pink grapefruit and orange. A citric finish with a peppery note lacks acidity, so drink now.",Malbec,85,13,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alta Vista 2016 Malbec Ros√© (Mendoza),Ros√©,Alta Vista
907,1622,Argentina,"Flat aromas of lanolin and oily white fruits lead to a round, full palate that's getting tired. Salty nectarine and flowery flavors finish with a yeasty note of ham and white fruits.",Estate,85,13,Mendoza Province,Maip√∫,,Michael Schachner,@wineschach,Aymara 2015 Estate Torront√©s (Maip√∫),Torront√©s,Aymara
908,1624,France,"This light, cool-climate Pinot Noir is crisp with red currant fruit and herbal-tinged acidity. It has a zesty character that keeps it lively and tight. Drink now.",La Petite Perri√®re,85,12,France Other,Vin de France,,Roger Voss,@vossroger,Saget la Perri√®re 2016 La Petite Perri√®re Pinot Noir (Vin de France),Pinot Noir,Saget la Perri√®re
909,1625,US,"Popping with aromas of lychee, rose, geranium and violet this wine is quite perfumed. There are also citrus notes of lime zest and lemon curd. Flavors are perfumed and soapy as well, and it wine coats your mouth. The finish is long with a slightly bitter end.",A Midsummer Night's White,85,16,Virginia,Virginia,,Carrie Dykes,,The Williamsburg Winery 2015 A Midsummer Night's White White (Virginia),White Blend,The Williamsburg Winery
910,1626,Argentina,"Lightly spicy raspberry aromas are raw and peppery. This feels fleshy and pulpy, with punchy acidity. Peppery berry flavors are boosted by toasty oak that carries over to a mildly hot finish.",Sensual,85,12,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Valentin Bianchi 2015 Sensual Malbec (Mendoza),Malbec,Valentin Bianchi
911,1628,France,"This is an easy, open wine that is lightly herbal. There is a barnyard edge that masks the fruit, although there is bright crisp acidity to give it a lift. Drink now.",Le Charnay,85,22,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Jean-Max Roger 2015 Le Charnay  (Menetou-Salon),Sauvignon Blanc,Jean-Max Roger
912,1632,France,"The sunshine of the Languedoc comes through in this wine's warm, soft fruit. A touch of acidity and a backdrop of tannins give it contrast and a fine, ready-to-drink character.",Le Val,85,12,France Other,Vin de France,,Roger Voss,@vossroger,Vinadeis 2016 Le Val Merlot (Vin de France),Merlot,Vinadeis
913,1634,Argentina,"This youthful pink-colored number smells of dusty cherry and Lifesavers. A juicy palate has a soda-like feel, while flavors of raspberry and cherry are light and dilute across the finish.",Sustainably Farmed Estate Grown and Bottled,85,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Zolo 2017 Sustainably Farmed Estate Grown and Bottled Ros√© (Mendoza),Ros√©,Zolo
914,1643,US,"A light earthy, toasted aroma and mostly savory rather than outright fruity flavors mark this medium-bodied, dry wine. The texture is smooth and rich enough to complete a good picture.",Lot 11,85,11,California,California,California Other,Jim Gordon,@gordone_cellars,Grayson 2015 Lot 11 Chardonnay (California),Chardonnay,Grayson
915,1645,Spain,"Cherry cough drop and minerally, almost chlorine aromas lead to an edgy high-acid hard palate. This blend of Carignan, Garnacha and Syrah tastes medicinal and like creamy but fiery red plum. A screechy-feeling, chocolaty-tasting finish leaves an impression.",Bruberry,85,27,Catalonia,Montsant,,Michael Schachner,@wineschach,Portal del Montsant 2014 Bruberry Red (Montsant),Red Blend,Portal del Montsant
916,1646,Argentina,"Lime and tangerine aromas are light and dusty, with a yeasty note. This feels mostly sound but basic, with leesy, melony flavors. On the finish, this loses intensity and turns bready in flavor and soft in feel.",Mil Piedras,85,13,Mendoza Province,Vista Flores,,Michael Schachner,@wineschach,Benvenuto de la Serna 2015 Mil Piedras Viognier (Vista Flores),Viognier,Benvenuto de la Serna
917,1648,Argentina,"Reedy green-leaning aromas of plum and raspberry feed into a creamy palate. This tastes primarily of herbal red-berry fruits that finish oaky, dry and spicy.",Oak Cask,85,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trapiche 2014 Oak Cask Malbec (Mendoza),Malbec,Trapiche
918,1649,Australia,"This shows some pungent, boxwood-like scents up front, followed by modest passion fruit and a bit of citrus, falling away on the finish. Drink now.",Exmoor,85,16,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Xanadu 2015 Exmoor Sauvignon Blanc-Semillon (Margaret River),Sauvignon Blanc-Semillon,Xanadu
919,1651,Argentina,"Dry earthy herbal aromas of tomato, red-berry fruits and oak set up a full palate with pounding tannins. This tastes roasted and herbal, with notes of bell pepper, tomato and creamy oak. A hard-tannin finish confirms that this Merlot skipped charm school.",006 Riverside Estate,85,20,Other,Patagonia,,Michael Schachner,@wineschach,Aniello 2015 006 Riverside Estate Merlot (Patagonia),Merlot,Aniello
920,1652,US,"This is a neutral, papery white wine, with a flat, rather than lively mouthfeel. The apple flavored fruit is there, along with a touch of licorice, but the freshness seems to have been lost along the way.",Cloud Rest Vineyard,85,18,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine¬†,Oak Knoll 2014 Cloud Rest Vineyard Pinot Gris (Willamette Valley),Pinot Gris,Oak Knoll
921,1659,US,"Roughly equal portions of Cabernet Sauvignon, Cabernet Franc and Merlot go into this tannic blend. It may be a little too far along the aging curve, at least for showing much fruit. It's drying out‚Äîdisplaying a touch of leather‚Äîand should be consumed as soon as possible.",Sams Valley Vineyard,85,25,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,@paulgwine¬†,Cliff Creek 2011 Sams Valley Vineyard Claret (Southern Oregon),Claret,Cliff Creek
922,1665,Argentina,Oily aromas of citrus peel and lychee set up a lemony palate with pyrazine-influenced citrus flavors. Lychee is the lead flavor on a finish that's mildly bitter.,Esperanza Por Un Milagro,85,12,Other,Salta,,Michael Schachner,@wineschach,Amalaya 2015 Esperanza Por Un Milagro White (Salta),White Blend,Amalaya
923,1668,Italy,"Aromas of dark-skinned berry, plum and blue flower come together on this. The simple palate offers morello cherry and a hint of clove alongside soft, not very persistent tannins.",Capostrano,85,19,Central Italy,Montepulciano d'Abruzzo,,Kerin O‚ÄôKeefe,@kerinokeefe,Cantina Valle Tritana 2014 Capostrano  (Montepulciano d'Abruzzo),Montepulciano,Cantina Valle Tritana
924,1671,US,"This wine seems overtaken with scents and flavors of tree tar and resin. The impression of pine resin cuts out the fruit, leaving some woody flavors in the finish.",Sams Valley Vineyard,85,25,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,@paulgwine¬†,Cliff Creek 2012 Sams Valley Vineyard Merlot (Southern Oregon),Merlot,Cliff Creek
925,1672,US,"Quady North's Flagship is what the owners consider the best lot of wine of the year. Generously slathered in toasty new oak, this very limited (two barrel) reserve from the estate's Frank's Vineyard is not the blockbuster of the previous vintage, but shows exceptional winemaking skills. Black cherry fruit is wrapped in woody tannins, a yin-yang combination that works by dissonance rather than harmony.",Flagship,90,65,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine¬†,Quady North 2007 Flagship Syrah (Applegate Valley),Syrah,Quady North
926,1677,US,"Flamboyantly rich in cherries, raspberries and cranberries that are a bit tart, yet enriched with sweet oak. Firm acidity brings everything to a clean, bright finish. A pretty wine, showing elegance and finesse.",Julia's Vineyard,90,50,California,Santa Maria Valley,Central Coast,,,Bonaccorsi 2008 Julia's Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Bonaccorsi
927,1678,US,"Gavin Chanin makes this distinctive, interesting Chardonnay. Shows a ino Sherry-like yeastiness, and is minerally and streamlined. Zesty flavors of limes, kiwis and grapefruits round out the finish.",Bien Nacido Vineyard,90,30,California,Santa Maria Valley,Central Coast,,,Chanin 2008 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Chanin
928,1688,US,"As soft and smooth as velvet, with superripe flavors of chocolate, blackberry and cherry pie filling, currants, cassis and sweetly toasted oak. A best blend of vineyards available to the winery, this Cab was aged in 100% new French oak. The alcohol level is high, leading to questions of ageability.",Mimbre,90,115,California,Napa Valley,Napa,,,Pi√±a 2007 Mimbre Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pi√±a
929,1689,US,"Lots of tannins and acidity on this dry Grenache, but it's so rich and sweet in cherries, you can drink it now. Somehow manages to be fun and serious at the same time. A real success for this finicky variety in California.",Sawyer Lindquist Vineyard,90,35,California,Edna Valley,Central Coast,,,Qup√© 2009 Sawyer Lindquist Vineyard Grenache (Edna Valley),Grenache,Qup√©
930,1690,US,"An unusual blend of Viognier and Chardonnay, the wine is brilliantly dry and crisp. It's rich and spicy in citrus, tropical fruit and spice flavors, brightened with bracing acidity. Opulent, yet crisp and refreshing.",Bien Nacido Cuv√©e,90,20,California,Santa Maria Valley,Central Coast,,,Qup√© 2010 Bien Nacido Cuv√©e White (Santa Maria Valley),White Blend,Qup√©
931,1691,France,"Rich and broad in the mouth, with notes of honeyed citrus reminiscent of tangerine and a tang of peppery spice. The finish is warm, spicy and long, with a hint of vanilla oak. Drink it now and over the next year or two for its undeniable richness.",Vieilles Vignes,90,63,Rh√¥ne Valley,Ch√¢teauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Tardieu-Laurent 2009 Vieilles Vignes White (Ch√¢teauneuf-du-Pape),Rh√¥ne-style White Blend,Tardieu-Laurent
932,1695,Argentina,"Solid and smooth from the beginning, with cola, pastry and blackberry aromas. The palate is fresh, full and healthy, with cola, black pepper and a ton of berry push. Toasty and roasted on the finish, where coffee comes into play. Right on the spot for value-priced Malbec.",Torcidas,90,15,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Finca Vides 2009 Torcidas Malbec (Mendoza),Malbec,Finca Vides
